age,job,marital,education,balance,housing,loan,day,month,duration,campaign,poutcome,deposit,pdays_contacted,housing_loan_interaction
78,,married,,2235,0,0,14,4,5.0,3-6 fois,missing,1,0,0
60,retired,married,secondary,5267,0,0,4,9,8.67,1 fois,missing,1,0,0
36,admin.,married,tertiary,29,0,0,12,8,9.6,1 fois,missing,1,0,0
75,retired,married,secondary,291,0,0,12,8,5.83,1 fois,success,1,1,0
30,management,single,tertiary,4889,0,0,11,8,9.08,2 fois,missing,1,0,0
30,management,single,tertiary,502,0,1,18,7,9.53,1 fois,missing,1,0,0
50,admin.,married,secondary,3608,1,0,13,11,2.93,2 fois,success,1,1,0
37,management,married,tertiary,3556,0,0,9,11,4.47,1 fois,missing,1,0,0
60,admin.,divorced,secondary,-41,1,1,6,2,27.63,1 fois,failure,1,1,1
26,management,single,tertiary,3944,1,0,14,5,16.23,2 fois,missing,1,0,0
49,services,married,secondary,202,1,0,17,11,10.85,2 fois,failure,1,1,0
40,technician,single,tertiary,1175,0,0,14,4,3.07,1 fois,missing,1,0,0
46,admin.,married,secondary,974,0,0,17,3,2.97,1 fois,missing,1,0,0
38,management,single,tertiary,3141,0,0,9,11,5.78,3-6 fois,success,1,1,0
74,retired,divorced,secondary,4079,0,0,19,10,5.72,3-6 fois,missing,1,0,0
35,services,single,tertiary,0,0,0,3,7,11.73,1 fois,missing,1,0,0
50,unemployed,married,secondary,3357,0,0,9,6,3.98,3-6 fois,missing,1,0,0
54,management,married,primary,2587,0,0,2,6,3.93,2 fois,missing,1,0,0
35,management,divorced,tertiary,434,1,0,13,8,21.9,2 fois,missing,1,0,0
36,unemployed,single,tertiary,1291,0,0,3,2,4.97,1 fois,missing,1,0,0
30,blue-collar,single,secondary,315,0,0,23,6,23.45,1 fois,missing,1,0,0
36,services,married,secondary,394,0,0,5,8,5.4,1 fois,missing,1,0,0
41,management,married,tertiary,5561,0,0,20,8,10.82,2 fois,missing,1,0,0
30,admin.,single,secondary,3528,0,0,4,8,4.17,1 fois,failure,1,1,0
39,entrepreneur,married,primary,437,1,0,27,10,2.5,1 fois,missing,1,0,0
34,services,single,tertiary,3119,0,0,16,10,5.1,1 fois,missing,1,0,0
32,services,married,secondary,264,1,1,19,11,25.03,1 fois,missing,1,0,1
35,unemployed,married,primary,3285,0,0,21,11,25.92,2 fois,missing,1,0,0
50,management,married,tertiary,1396,0,0,25,8,12.18,3-6 fois,missing,1,0,0
28,services,married,secondary,510,1,1,8,7,29.45,2 fois,missing,1,0,1
44,blue-collar,married,primary,-101,1,0,15,5,11.32,1 fois,failure,1,1,0
32,blue-collar,married,primary,634,0,0,29,1,11.6,1 fois,missing,1,0,0
30,management,single,tertiary,4210,0,0,12,8,13.27,3-6 fois,missing,1,0,0
59,retired,married,secondary,0,0,0,5,6,13.53,1 fois,missing,1,0,0
35,technician,divorced,secondary,84,1,1,6,5,15.9,1 fois,missing,1,0,1
30,blue-collar,married,secondary,278,1,1,23,5,17.88,1 fois,missing,1,0,1
42,management,married,,849,1,0,8,10,11.12,1 fois,missing,1,1,0
63,retired,married,secondary,1612,0,0,17,2,3.88,2 fois,missing,1,0,0
35,technician,single,secondary,204,1,0,25,5,3.93,1 fois,missing,1,0,0
43,unemployed,divorced,secondary,1854,0,0,30,4,5.38,1 fois,missing,1,0,0
27,technician,single,tertiary,4661,0,0,8,4,1.9,1 fois,missing,1,0,0
29,self-employed,single,tertiary,1579,0,0,13,7,2.97,1 fois,success,1,1,0
54,unemployed,married,secondary,1561,0,0,25,5,5.87,3-6 fois,failure,1,1,0
80,retired,married,primary,1468,0,0,13,1,5.5,3-6 fois,missing,1,0,0
57,blue-collar,married,secondary,2887,0,0,21,8,13.65,> 6 fois,missing,1,0,0
33,management,single,tertiary,224,0,0,23,9,6.82,2 fois,success,1,1,0
65,retired,married,primary,1760,0,0,18,8,14.25,3-6 fois,missing,1,0,0
59,admin.,married,secondary,3735,0,0,17,6,4.05,3-6 fois,success,1,1,0
30,housemaid,single,tertiary,19,0,0,4,8,2.32,1 fois,success,1,1,0
28,blue-collar,married,secondary,61,1,0,4,5,3.77,2 fois,success,1,1,0
29,technician,married,secondary,95,0,1,3,2,2.87,3-6 fois,missing,1,0,0
31,self-employed,married,tertiary,5,1,1,21,11,10.58,1 fois,failure,1,1,1
31,management,single,secondary,360,1,0,18,5,5.15,1 fois,missing,1,0,0
49,blue-collar,married,secondary,1730,1,0,4,8,10.08,2 fois,success,1,1,0
43,unemployed,married,tertiary,0,0,0,16,7,12.42,1 fois,failure,1,1,0
40,unemployed,single,tertiary,7968,0,0,2,3,4.38,2 fois,success,1,1,0
39,unemployed,married,primary,7005,1,0,28,7,7.15,2 fois,success,1,1,0
71,technician,married,secondary,3020,0,0,30,7,5.07,1 fois,failure,1,1,0
38,self-employed,single,tertiary,605,0,0,18,6,26.72,> 6 fois,missing,1,0,0
30,management,single,tertiary,376,1,0,21,11,11.83,1 fois,missing,1,0,0
45,unemployed,married,secondary,891,1,0,7,1,1.97,1 fois,missing,1,0,0
67,retired,divorced,secondary,704,0,0,6,5,10.22,1 fois,success,1,1,0
58,admin.,married,secondary,4348,1,0,23,6,13.17,3-6 fois,missing,1,1,0
45,admin.,divorced,secondary,2353,1,0,5,3,3.03,1 fois,missing,1,1,0
34,management,married,tertiary,8000,0,0,12,2,4.85,1 fois,failure,1,1,0
27,technician,single,tertiary,2781,1,0,24,5,2.8,1 fois,failure,1,1,0
51,blue-collar,married,primary,541,0,0,11,8,11.05,3-6 fois,missing,1,0,0
38,management,married,,3576,0,0,26,5,9.65,1 fois,missing,1,0,0
28,management,single,tertiary,2725,0,0,16,6,4.87,1 fois,failure,1,1,0
25,student,single,secondary,2354,0,0,5,2,3.77,> 6 fois,missing,1,0,0
37,services,married,secondary,775,0,0,14,8,2.5,2 fois,missing,1,0,0
38,blue-collar,married,secondary,622,1,0,21,5,10.18,2 fois,missing,1,0,0
37,technician,single,secondary,4,0,0,11,8,15.55,1 fois,missing,1,0,0
34,management,single,tertiary,5,0,0,18,8,6.17,2 fois,missing,1,0,0
37,technician,single,tertiary,3943,0,0,6,4,18.97,2 fois,failure,1,1,0
76,retired,divorced,primary,802,0,0,9,3,4.02,1 fois,success,1,1,0
48,management,married,tertiary,2351,0,0,15,9,2.5,1 fois,success,1,1,0
49,technician,divorced,tertiary,1807,1,0,12,3,3.82,1 fois,missing,1,0,0
62,housemaid,married,secondary,2,0,0,3,11,5.37,1 fois,missing,1,0,0
33,services,single,,2297,0,0,27,7,8.78,1 fois,missing,1,0,0
19,student,single,,779,0,0,1,4,3.07,3-6 fois,missing,1,0,0
25,student,single,secondary,108,0,0,29,4,5.08,3-6 fois,missing,1,0,0
31,services,divorced,primary,459,1,0,7,5,10.38,1 fois,success,1,1,0
38,technician,single,tertiary,110,0,0,17,6,17.52,3-6 fois,missing,1,0,0
31,technician,single,tertiary,13711,1,0,20,11,25.53,3-6 fois,missing,1,0,0
24,student,single,tertiary,3415,0,0,27,4,1.62,1 fois,missing,1,0,0
24,self-employed,single,tertiary,2376,0,0,27,4,2.03,1 fois,missing,1,0,0
26,technician,single,secondary,181,0,0,20,4,2.63,2 fois,missing,1,0,0
73,retired,married,tertiary,448,0,0,24,3,2.27,1 fois,missing,1,0,0
29,entrepreneur,married,secondary,714,1,1,13,5,8.03,2 fois,missing,1,0,1
49,admin.,married,secondary,3608,1,0,30,4,4.2,1 fois,success,1,1,0
42,management,married,primary,5310,1,0,25,11,16.13,2 fois,success,1,1,0
68,retired,single,tertiary,2144,0,0,26,1,11.8,1 fois,success,1,1,0
60,management,married,tertiary,2281,0,0,5,2,3.83,2 fois,missing,1,0,0
53,management,divorced,tertiary,2679,0,0,20,11,4.92,3-6 fois,missing,1,0,0
62,retired,married,secondary,1495,0,0,2,2,4.42,1 fois,missing,1,0,0
33,management,single,tertiary,1304,1,0,18,5,8.93,2 fois,missing,1,0,0
36,housemaid,married,primary,78,1,0,30,7,44.87,> 6 fois,missing,1,0,0
46,services,married,primary,437,1,0,13,5,9.1,3-6 fois,missing,1,0,0
37,housemaid,married,secondary,7433,0,1,5,2,10.5,3-6 fois,missing,1,0,0
53,blue-collar,married,secondary,6112,0,0,3,2,3.52,1 fois,missing,1,0,0
34,admin.,married,secondary,155,0,0,5,2,11.6,2 fois,missing,1,0,0
24,blue-collar,single,secondary,9883,0,0,8,7,3.5,3-6 fois,missing,1,0,0
36,management,married,tertiary,495,0,0,11,9,1.52,1 fois,success,1,1,0
34,technician,married,secondary,294,1,0,9,12,4.42,1 fois,success,1,1,0
48,blue-collar,single,primary,8990,0,0,2,2,29.83,2 fois,missing,1,0,0
43,self-employed,single,,3173,0,0,15,5,12.43,1 fois,missing,1,0,0
32,technician,divorced,tertiary,53,0,0,22,8,11.18,2 fois,missing,1,0,0
46,blue-collar,married,secondary,640,1,0,12,3,3.58,1 fois,success,1,1,0
32,blue-collar,single,secondary,217,1,0,15,5,11.53,3-6 fois,missing,1,0,0
45,blue-collar,married,primary,804,1,0,16,5,8.8,1 fois,missing,1,0,0
29,unemployed,single,primary,1374,0,0,17,11,5.15,3-6 fois,success,1,1,0
25,management,single,tertiary,3,1,1,16,4,17.23,1 fois,missing,1,0,1
20,student,single,secondary,502,0,0,30,4,4.35,1 fois,missing,1,0,0
45,blue-collar,married,secondary,61,1,0,26,5,12.42,3-6 fois,missing,1,0,0
42,admin.,divorced,secondary,153,1,0,16,5,14.07,1 fois,missing,1,0,0
29,blue-collar,married,secondary,8,1,1,10,7,10.45,1 fois,missing,1,0,1
23,self-employed,single,tertiary,780,0,0,16,9,6.55,1 fois,success,1,1,0
37,management,married,tertiary,630,0,0,30,4,5.25,1 fois,success,1,1,0
35,management,married,tertiary,2161,0,0,9,9,9.48,3-6 fois,missing,1,0,0
61,retired,married,tertiary,32685,0,0,2,3,24.12,2 fois,missing,1,0,0
31,management,single,tertiary,3384,0,0,16,9,2.55,1 fois,success,1,1,0
41,management,married,primary,5310,1,0,17,11,16.4,1 fois,missing,1,0,0
34,blue-collar,divorced,secondary,383,1,0,13,5,37.18,1 fois,missing,1,0,0
32,services,single,secondary,772,1,0,15,5,11.62,3-6 fois,missing,1,0,0
32,technician,married,tertiary,2976,1,0,5,2,13.05,1 fois,failure,1,1,0
34,technician,single,secondary,2729,1,0,18,11,13.92,1 fois,missing,1,0,0
35,blue-collar,married,,520,1,0,17,4,7.93,1 fois,missing,1,0,0
44,admin.,married,secondary,205,0,0,3,11,4.82,1 fois,missing,1,0,0
32,services,single,,2378,0,0,17,11,18.87,2 fois,missing,1,0,0
34,admin.,married,secondary,48,1,0,7,5,30.1,2 fois,missing,1,1,0
50,entrepreneur,married,primary,461,1,0,15,5,10.85,> 6 fois,missing,1,0,0
32,technician,single,secondary,116,1,0,20,8,11.97,2 fois,missing,1,0,0
23,blue-collar,married,secondary,272,0,0,14,8,1.67,2 fois,missing,1,0,0
32,blue-collar,single,secondary,799,0,1,23,7,34.63,3-6 fois,missing,1,0,0
60,housemaid,married,secondary,0,0,0,3,8,11.27,2 fois,failure,1,1,0
44,admin.,single,secondary,1534,0,0,10,11,1.58,1 fois,success,1,1,0
30,admin.,married,secondary,4457,1,0,21,11,9.43,3-6 fois,missing,1,0,0
37,technician,married,,189,0,0,16,6,2.7,2 fois,missing,1,0,0
35,technician,single,tertiary,1880,0,0,20,5,2.57,1 fois,missing,1,0,0
36,services,divorced,secondary,0,0,1,15,7,11.45,> 6 fois,missing,1,0,0
39,management,married,secondary,11835,1,0,11,8,12.4,2 fois,missing,1,0,0
25,technician,married,tertiary,839,1,0,18,5,11.67,3-6 fois,missing,1,0,0
33,management,single,tertiary,952,1,0,29,4,20.68,3-6 fois,missing,1,0,0
28,blue-collar,single,secondary,-197,1,0,9,5,33.6,2 fois,missing,1,0,0
31,self-employed,single,tertiary,1657,1,1,28,1,14.53,1 fois,missing,1,0,1
56,retired,married,primary,1947,0,0,2,3,3.75,2 fois,failure,1,1,0
41,entrepreneur,married,secondary,30,0,0,30,4,7.67,1 fois,missing,1,0,0
68,retired,divorced,primary,2027,0,0,14,9,6.73,2 fois,success,1,1,0
61,admin.,married,tertiary,1332,0,0,12,3,2.6,1 fois,missing,1,0,0
37,management,single,tertiary,72,1,1,20,4,14.75,3-6 fois,failure,1,1,1
28,student,single,secondary,153,0,0,23,7,18.73,2 fois,missing,1,0,0
46,admin.,married,secondary,70,1,0,27,3,3.82,2 fois,missing,1,0,0
53,services,divorced,secondary,36,1,1,2,7,0.42,1 fois,success,1,1,1
32,services,single,secondary,-198,1,0,21,5,11.35,3-6 fois,missing,1,0,0
33,admin.,single,secondary,5,1,0,15,5,15.57,2 fois,failure,1,1,0
57,housemaid,married,tertiary,2326,0,0,17,4,6.3,1 fois,missing,1,0,0
41,technician,married,tertiary,67,1,0,19,11,13.57,1 fois,missing,1,0,0
24,technician,single,secondary,598,0,0,12,5,12.7,1 fois,success,1,1,0
45,student,single,,1527,0,0,8,3,2.2,1 fois,missing,1,0,0
49,management,married,secondary,1623,1,0,19,11,18.02,2 fois,missing,1,0,0
30,blue-collar,single,primary,253,1,0,5,5,4.32,1 fois,missing,1,0,0
26,services,single,secondary,1445,0,0,23,10,2.85,1 fois,missing,1,0,0
57,management,married,tertiary,256,0,0,5,6,5.07,2 fois,success,1,1,0
39,blue-collar,married,,1181,1,0,30,7,10.83,2 fois,missing,1,0,0
40,technician,single,tertiary,1646,1,0,4,5,6.53,2 fois,success,1,1,0
52,retired,divorced,tertiary,-309,1,0,19,6,8.33,2 fois,missing,1,0,0
35,technician,single,tertiary,670,0,0,13,4,4.63,3-6 fois,success,1,1,0
46,admin.,divorced,secondary,2196,0,0,28,7,9.55,3-6 fois,missing,1,0,0
49,services,divorced,secondary,947,0,0,20,6,13.47,2 fois,missing,1,0,0
22,student,single,secondary,71,0,0,13,7,5.62,1 fois,success,1,1,0
36,technician,married,tertiary,521,0,0,20,10,5.78,3-6 fois,missing,1,0,0
38,technician,married,secondary,5115,1,0,27,2,1.65,1 fois,success,1,1,0
40,management,married,tertiary,-17,1,1,11,5,7.9,1 fois,success,1,1,1
24,technician,married,secondary,556,1,0,18,8,7.67,2 fois,missing,1,0,0
78,retired,divorced,primary,229,0,0,22,10,1.62,1 fois,missing,1,0,0
25,technician,single,secondary,325,0,0,22,10,11.93,3-6 fois,missing,1,0,0
63,management,married,tertiary,5112,0,0,13,11,36.4,2 fois,failure,1,1,0
31,management,single,tertiary,11821,0,0,18,8,6.4,> 6 fois,missing,1,0,0
41,technician,single,secondary,650,1,0,20,11,40.33,3-6 fois,missing,1,0,0
50,retired,married,secondary,8648,0,0,12,5,12.18,3-6 fois,failure,1,1,0
27,self-employed,single,tertiary,168,0,0,12,11,2.05,1 fois,success,1,1,0
27,blue-collar,single,secondary,2486,1,0,29,5,12.22,1 fois,missing,1,0,0
50,technician,divorced,secondary,396,0,0,20,6,11.93,2 fois,missing,1,0,0
44,management,married,tertiary,1791,0,0,12,8,3.35,1 fois,success,1,1,0
26,self-employed,single,tertiary,168,0,0,30,4,6.57,1 fois,missing,1,0,0
46,technician,married,,3308,0,0,28,7,3.65,2 fois,missing,1,0,0
36,services,married,secondary,4721,0,0,9,6,2.5,1 fois,success,1,1,0
35,management,single,tertiary,18111,0,0,14,8,2.87,3-6 fois,missing,1,0,0
68,retired,married,secondary,1146,0,0,3,3,2.55,2 fois,success,1,1,0
50,admin.,divorced,secondary,237,0,1,5,11,2.82,1 fois,missing,1,0,0
36,services,married,,618,0,0,13,7,6.0,1 fois,success,1,1,0
34,admin.,divorced,secondary,1085,0,0,11,3,1.68,> 6 fois,missing,1,0,0
30,management,single,tertiary,1028,0,0,4,2,21.57,2 fois,missing,1,0,0
22,admin.,single,secondary,114,0,0,30,3,8.62,1 fois,missing,1,0,0
59,admin.,married,secondary,0,1,0,10,7,16.37,1 fois,missing,1,0,0
60,blue-collar,married,primary,631,0,0,12,8,7.15,2 fois,missing,1,0,0
32,technician,married,secondary,660,0,0,25,10,3.77,2 fois,failure,1,1,0
46,self-employed,married,tertiary,2421,0,0,19,11,18.07,1 fois,failure,1,1,0
23,student,single,secondary,794,0,0,26,7,10.12,3-6 fois,missing,1,1,0
22,self-employed,single,secondary,2138,0,1,10,8,2.73,1 fois,missing,1,1,0
59,services,married,secondary,2965,1,0,13,5,32.83,3-6 fois,missing,1,0,0
26,management,single,tertiary,222,0,0,28,6,4.12,1 fois,success,1,1,0
35,management,divorced,tertiary,6997,1,0,9,7,18.68,1 fois,missing,1,0,0
53,retired,married,secondary,665,1,0,22,4,6.18,2 fois,missing,1,0,0
39,management,married,tertiary,285,1,0,15,7,13.97,3-6 fois,missing,1,0,0
32,technician,married,secondary,473,0,1,10,8,17.73,1 fois,success,1,1,0
41,management,married,tertiary,2226,0,0,7,8,3.03,2 fois,failure,1,1,0
37,admin.,single,secondary,245,1,1,7,5,12.2,2 fois,missing,1,0,1
35,management,married,tertiary,1133,1,0,3,11,1.7,1 fois,missing,1,0,0
42,management,married,tertiary,294,0,0,26,8,8.55,1 fois,missing,1,0,0
27,admin.,divorced,secondary,451,1,0,16,7,10.87,1 fois,missing,1,0,0
57,,married,,19268,0,0,23,10,5.02,1 fois,missing,1,0,0
41,blue-collar,married,primary,1461,1,0,6,6,9.23,2 fois,missing,1,0,0
37,housemaid,single,secondary,465,1,0,18,5,14.98,3-6 fois,missing,1,0,0
44,unemployed,divorced,tertiary,0,0,0,5,2,32.67,3-6 fois,missing,1,0,0
32,technician,single,tertiary,654,1,0,25,5,10.25,3-6 fois,missing,1,0,0
34,admin.,married,tertiary,79,1,0,5,8,3.38,1 fois,success,1,1,0
42,services,married,tertiary,4216,0,0,12,6,3.1,2 fois,missing,1,0,0
54,admin.,married,secondary,66,1,0,11,11,2.78,1 fois,missing,1,0,0
48,self-employed,married,tertiary,0,0,0,29,1,20.82,3-6 fois,missing,1,0,0
73,retired,married,primary,5539,0,0,6,8,5.63,1 fois,missing,1,0,0
33,management,married,tertiary,2599,0,0,30,4,22.88,2 fois,missing,1,0,0
42,management,married,tertiary,2187,1,0,17,11,8.75,3-6 fois,missing,1,0,0
57,admin.,married,secondary,2120,0,0,19,8,11.45,3-6 fois,missing,1,0,0
29,services,single,primary,339,0,0,4,7,26.27,3-6 fois,missing,1,0,0
47,blue-collar,married,secondary,8229,0,0,8,8,13.07,2 fois,missing,1,0,0
51,management,married,tertiary,346,0,0,12,2,2.03,1 fois,success,1,1,0
34,management,married,tertiary,158,0,0,9,6,3.17,1 fois,success,1,1,0
25,technician,single,secondary,7103,1,0,28,5,3.13,3-6 fois,failure,1,1,0
50,admin.,married,secondary,4855,0,0,5,8,12.0,2 fois,missing,1,0,0
47,admin.,single,secondary,3696,0,0,12,7,4.17,2 fois,success,1,1,0
40,technician,married,secondary,-357,1,0,16,7,11.67,3-6 fois,missing,1,0,0
79,retired,married,secondary,8304,0,0,9,3,5.05,> 6 fois,missing,1,0,0
30,student,single,secondary,48,0,0,25,2,3.62,1 fois,success,1,1,0
54,self-employed,single,tertiary,384,0,1,27,5,3.33,1 fois,missing,1,0,0
53,blue-collar,married,primary,751,1,0,3,2,25.47,2 fois,missing,1,0,0
33,blue-collar,divorced,secondary,3546,1,0,23,5,12.95,2 fois,missing,1,0,0
60,management,married,tertiary,73,0,0,8,8,4.05,2 fois,missing,1,0,0
35,self-employed,single,tertiary,71,0,0,15,6,10.85,1 fois,missing,1,0,0
46,admin.,married,secondary,974,0,0,5,6,2.9,2 fois,success,1,1,0
52,services,married,primary,306,1,0,13,5,10.83,3-6 fois,missing,1,0,0
50,management,married,tertiary,3463,0,1,28,10,1.6,1 fois,missing,1,0,0
47,admin.,married,secondary,3676,0,0,15,7,6.92,2 fois,missing,1,1,0
73,retired,married,tertiary,459,0,0,17,2,4.68,1 fois,missing,1,0,0
35,admin.,married,tertiary,286,0,0,30,4,15.82,2 fois,missing,1,0,0
26,blue-collar,married,secondary,-11,1,1,17,7,19.17,3-6 fois,missing,1,0,1
46,management,married,tertiary,273,1,0,15,9,32.7,1 fois,failure,1,1,0
42,management,married,tertiary,2665,1,0,4,6,4.67,2 fois,failure,1,1,0
29,self-employed,single,tertiary,3290,0,0,12,5,7.17,1 fois,success,1,1,0
30,management,single,tertiary,8535,0,0,18,6,6.55,2 fois,missing,1,0,0
37,management,married,tertiary,1276,0,0,16,11,2.43,1 fois,success,1,1,0
28,admin.,single,,2736,0,0,8,7,11.75,1 fois,missing,1,0,0
32,blue-collar,married,secondary,10287,1,0,27,5,4.68,3-6 fois,failure,1,1,0
53,management,married,tertiary,1624,0,0,6,8,1.78,1 fois,success,1,1,0
41,self-employed,married,secondary,0,1,0,17,11,13.15,1 fois,missing,1,0,0
40,services,married,secondary,446,1,0,16,5,20.87,1 fois,missing,1,0,0
53,technician,married,tertiary,395,0,0,29,10,2.27,1 fois,failure,1,1,0
64,retired,divorced,primary,315,0,0,17,2,2.57,1 fois,missing,1,0,0
32,technician,married,secondary,484,1,0,12,8,11.13,2 fois,success,1,1,0
48,technician,married,secondary,0,0,0,30,5,11.37,1 fois,missing,1,0,0
35,admin.,single,secondary,507,1,0,22,7,9.33,2 fois,missing,1,0,0
43,management,married,tertiary,2987,0,0,4,6,2.6,1 fois,failure,1,1,0
25,services,single,secondary,801,0,0,5,6,4.25,2 fois,missing,1,0,0
43,management,married,tertiary,0,0,0,14,7,19.22,3-6 fois,missing,1,0,0
29,management,single,tertiary,572,1,0,8,11,5.32,1 fois,missing,1,0,0
61,management,single,tertiary,2,0,0,12,8,2.18,1 fois,failure,1,1,0
64,retired,married,,34,0,0,26,8,4.07,2 fois,missing,1,0,0
27,technician,single,tertiary,1075,0,0,2,9,8.82,2 fois,success,1,1,0
38,technician,single,tertiary,508,1,1,12,8,18.38,2 fois,missing,1,0,1
36,management,married,tertiary,926,0,0,14,4,3.6,1 fois,missing,1,0,0
61,self-employed,married,tertiary,10861,0,0,25,10,3.75,1 fois,success,1,1,0
49,blue-collar,divorced,primary,24,1,0,11,5,11.68,1 fois,success,1,1,0
33,blue-collar,single,primary,611,0,0,16,9,6.5,2 fois,missing,1,0,0
25,blue-collar,single,secondary,1857,1,0,12,10,3.12,1 fois,success,1,1,0
33,blue-collar,single,secondary,329,0,0,6,9,3.73,1 fois,missing,1,1,0
51,management,married,tertiary,2635,0,0,21,5,6.78,3-6 fois,failure,1,1,0
32,blue-collar,married,secondary,225,1,0,17,4,9.57,1 fois,failure,1,1,0
32,admin.,married,secondary,1604,0,1,7,7,10.42,1 fois,missing,1,0,0
72,retired,married,primary,4657,0,0,23,3,4.25,1 fois,success,1,1,0
34,admin.,married,secondary,1406,1,0,20,8,1.05,2 fois,success,1,1,0
38,technician,married,secondary,6728,0,0,25,11,3.87,1 fois,success,1,1,0
35,management,married,tertiary,611,0,0,1,10,5.08,2 fois,success,1,1,0
38,technician,divorced,tertiary,1805,0,0,9,6,15.87,2 fois,missing,1,0,0
43,blue-collar,single,primary,-399,0,1,28,7,11.03,3-6 fois,missing,1,0,0
31,technician,single,tertiary,208,0,0,12,8,22.4,> 6 fois,missing,1,0,0
30,management,married,tertiary,10884,0,0,4,5,5.55,2 fois,missing,1,0,0
22,student,single,primary,3472,0,0,20,10,5.53,1 fois,failure,1,1,0
46,admin.,married,secondary,556,1,1,15,5,10.77,3-6 fois,missing,1,0,1
52,management,married,tertiary,7192,0,0,4,8,24.77,1 fois,missing,1,0,0
35,technician,single,tertiary,13460,1,0,15,5,17.8,3-6 fois,missing,1,0,0
71,retired,married,primary,2988,0,0,17,4,2.17,1 fois,missing,1,0,0
30,management,single,tertiary,102,1,0,18,12,6.07,3-6 fois,missing,1,0,0
25,student,single,secondary,1868,0,0,26,10,4.32,1 fois,missing,1,1,0
34,management,single,tertiary,-578,1,0,18,5,12.78,2 fois,missing,1,0,0
51,admin.,married,secondary,241,0,0,7,12,5.13,2 fois,missing,1,0,0
25,services,single,secondary,162,1,0,1,9,8.85,2 fois,missing,1,0,0
48,management,married,tertiary,5320,1,0,20,6,13.2,1 fois,missing,1,0,0
42,blue-collar,married,secondary,366,1,0,22,5,5.4,1 fois,failure,1,1,0
55,management,married,,1504,1,0,22,5,5.63,2 fois,missing,1,0,0
38,admin.,single,secondary,262,0,0,3,2,5.25,2 fois,failure,1,1,0
26,blue-collar,single,secondary,191,1,0,6,5,9.17,1 fois,missing,1,0,0
27,admin.,married,tertiary,73,0,0,10,2,2.65,1 fois,missing,1,0,0
75,retired,married,primary,358,0,0,17,2,6.07,> 6 fois,missing,1,0,0
32,technician,single,secondary,483,0,0,8,8,9.67,3-6 fois,missing,1,0,0
39,management,single,tertiary,5047,0,0,29,4,3.63,3-6 fois,missing,1,0,0
46,technician,single,secondary,5862,0,0,1,6,1.4,1 fois,missing,1,0,0
40,management,married,tertiary,0,1,0,25,3,8.43,2 fois,missing,1,0,0
36,blue-collar,divorced,secondary,2843,0,0,14,8,3.1,1 fois,missing,1,0,0
54,self-employed,divorced,primary,351,1,0,6,6,10.7,2 fois,missing,1,0,0
42,management,married,tertiary,372,1,0,4,8,2.55,3-6 fois,success,1,1,0
42,management,married,tertiary,27696,0,0,12,5,2.93,2 fois,success,1,1,0
37,blue-collar,single,secondary,133,1,0,11,5,23.13,2 fois,missing,1,0,0
25,student,single,,3,0,0,26,5,2.83,1 fois,missing,1,0,0
29,management,single,tertiary,15459,0,0,18,2,4.4,> 6 fois,missing,1,0,0
32,management,single,tertiary,2551,1,0,21,7,10.63,3-6 fois,missing,1,0,0
64,retired,married,secondary,571,1,0,20,4,23.7,2 fois,missing,1,0,0
55,management,married,tertiary,7803,0,0,15,1,7.35,1 fois,missing,1,0,0
56,management,married,primary,0,0,0,3,2,16.6,1 fois,missing,1,0,0
28,admin.,single,,24,1,0,18,7,6.92,2 fois,missing,1,0,0
52,management,divorced,tertiary,2104,0,0,3,6,3.5,2 fois,missing,1,0,0
36,technician,divorced,secondary,3158,1,0,3,6,2.4,2 fois,missing,1,0,0
25,student,married,tertiary,10,1,0,21,7,14.28,3-6 fois,missing,1,0,0
66,self-employed,married,tertiary,147,0,0,12,1,6.85,1 fois,missing,1,0,0
31,management,single,tertiary,12857,1,0,4,5,8.05,3-6 fois,success,1,1,0
43,technician,divorced,,4389,0,0,2,7,10.53,2 fois,success,1,1,0
59,management,married,tertiary,474,0,0,21,8,4.2,1 fois,missing,1,0,0
35,management,married,,2326,1,1,16,9,5.32,1 fois,missing,1,0,1
48,admin.,married,primary,3644,1,1,31,7,17.32,> 6 fois,missing,1,0,1
38,admin.,married,tertiary,1988,0,0,27,3,2.73,2 fois,failure,1,1,0
27,admin.,married,secondary,1595,0,0,29,12,3.27,2 fois,success,1,1,0
25,student,single,secondary,331,0,0,26,8,2.83,3-6 fois,missing,1,0,0
56,management,married,,4623,0,0,25,2,5.08,1 fois,success,1,1,0
54,management,divorced,tertiary,12018,1,0,21,12,4.45,2 fois,missing,1,0,0
36,unemployed,married,tertiary,154,0,0,26,8,9.27,> 6 fois,missing,1,0,0
31,admin.,single,secondary,190,0,0,30,4,8.57,1 fois,missing,1,0,0
62,entrepreneur,married,secondary,3904,0,0,29,1,6.72,2 fois,missing,1,0,0
31,technician,single,tertiary,882,0,0,4,9,4.88,1 fois,success,1,1,0
66,retired,divorced,,53,0,0,12,7,9.37,3-6 fois,missing,1,0,0
32,management,single,tertiary,6542,1,0,15,5,26.63,3-6 fois,failure,1,1,0
40,services,divorced,secondary,687,1,0,2,2,8.85,1 fois,success,1,1,0
43,blue-collar,married,primary,3064,1,0,20,11,40.88,2 fois,missing,1,0,0
51,housemaid,divorced,secondary,9228,0,0,18,7,10.92,3-6 fois,missing,1,0,0
34,blue-collar,married,secondary,800,0,0,5,4,2.4,1 fois,missing,1,0,0
